,Text,Label
463,sagip party list rep  rodante marcoleta and albay  district rep  edcel lagman had a friendly debate about linguistics on friday  sept   at the house of representatives  with  red tagging  being the main topic  during his interpellation of the proposed  budget of the national commission on indigenous people  ncip   marcoleta contended that the budget of an important agency  such as the ncip  shouldn t get deferred on the basis of a word that wasn t in the dictionary  friday was actually the second go round of the ncip budget before house members  last sept    the committee on appropriations  through the motion of makabayan solon  gabriela party list rep  arlene brosas  deferred the tackling of the agency s budget due to alleged red tagging by its chairman  allen capuyan   did you bother to look into the english dictionary if there is a word   red tagging   or  red tag    marcoleta asked capuyan   there s no such wala po kaming na encounter na salitang red tagging  we didn t encounter the word red tagging    capuyan answered    marcoleta said   mayroon po akong nakita  red panda  red tide  red wine  maski po yung dictionary natin dito sa library na napakakapal  hindi ko po nakita yung red tag eh  i saw the phrases red panda  red tide  red wine  but even in our library here which has a very thick library  i didn t see red tag    kaya ako po ay nagtataka kung bakit pinipilit na isangkot yung salita na wala naman sa english dictionary  that s why i can t fathom why a word that s not even in the english dictionary must be involved here    added the majority lawmaker  referring to leftist groups  the former deputy speaker said   para bang hindi importante sa kanila na bigyan natin ng pondo ang mga ahensyang sila ang tagapagtanggol ng seguridad ng ating bansa at ng ating mamamayan  it s like it s not important to them to allocate funds to the agencies that defend the security of the country and its people    marcoleta further said that red tagging was a unnecessary label  as he claimed that the public knows who these leftist personalities were   ,0
464,the supporters of leni robredo are flaunting her educational credentials on social media  apparently to take a swipe at bbm  robredo s bitter rival since  vp race  whom they looked down for being a college dropout  in that regard  former senate president and lawyer par excellence juan ponce enrile took to facebook today to ask valid questions regarding leni robredo s specialization as a lawyer  as an economist  enrile asks what leni consider as the bedrock of the philippine economy  senator enrile s fb post seem to be popular among his followers because in just  hours  the post has generated    reactions   comments and    shares and counting  here are some of the comments pf netizens  one netizen welcomed senator enrile s jab at leni robredo  what a good question  mabuhay po kayo mr jpe  one of the best legal mind in the country  mabuhay        another grateful netizen thank senator enrile for bringing this up  thank you for asking these questions  perhaps her camp can expound so we can be enlightened and maybe see what her followers are seeing  a third netizen commented that this is robredo s chance to shine and show us a brilliance as her supporters claimed robredo possesses by answering a brilliant question from senator enrile  degrees are meant to be practiced not wall decorations  commented the fifth one  a straightforward and honest question from sen  enrile   a brilliant lawyer deserving of hearing an answer from the vp camp  time for robredo to shine and once again demonstrate a stellar performance her supporters claimed that the vp possesses  you may now read juan ponce enrile s original fb post below  vp leni robredo is billed as a lawyer and economist  may we know what kind of law practice did she perform  was she a trial lawyer  a corporate lawyer  a tax lawyer  a patent or copywrite lawyer  a tech lawyer  as an economist  what does she consider to be the bedrock of our economy  ,1
465,in the boy abunda interview  the last question thrown at bbm has earned him even more the admiration of his supporters  one of them was the admin of the fb page allwrite who gushed at bbm s answer  calling it gold  if you ve already watched the boy abunda interview of bbm  i assumed you knew what was the question  in case you have yet to watch the interview because you were busy with more pressing tasks to do  abunda asked bbm why leni robredo does not deserve the votes of filipinos  as expected  bbm stuck to his message of not throwing stone to every dog that barks because you will not reach your destination and replied that he does not engage in negative campaigning  allwrite called bbm s answer gold  especially coming from someone whose family has been maligned by their enemies for the last  years in local and international media  allwrite remarked that bbm s answer to a very critical question reinforced his belief bbm has plenty to offer the country in terms of the economy  industry  and even in our personal lives  but what gave me goosebumps was the line allwrite said to conclude his fb post and that is  one can be a lawyer  an economist  or a phd holder  but one cannot really buy class and good behavior  netizens agree with allwrite s observation as shown in some of the comments below  it was the best answer coming from a badly maligned and misjudged presidential candidate  bbm has remarkable character and deep wisdom  that made the whole interview for me  priceless  same here   that s my favorite part in the interview  disenteng pagsagot  ayaw makasakit ng damdamin ng iba  kita mo talaga sa kanya ang paggalang sa kapuwa  on how he expound on each question is admirable and awesome on how he explain to solve such issue kaya siya ang iboboto ko  you may now read allwrite s original fb post below  one of the most critical questions tonight with boy abunda has posed to bongbong marcos is   bakit hindi dapat iboto si vp leni robredo   bbm replied      i don t believe and i don t engage in negative campaigning   this answer is gold  especially since it comes from someone whose family has been painted evil by enemies  castigated for  years  and has been the target of hatred from everyone around them  including local and international media  this was supposed to be an opportunity for bbm to explain why leni robredo does not deserve to be elected  particularly given her lack of leadership experience and expertise  but bbm did not resort to gutter politics  this is admirable  and i hope others will follow suit  this is one of the reasons i will vote for bbm  not because i am blind or a loyalist  but because i believe he has much to offer the country in terms of the economy  industry  and even in our personal lives  you can be a lawyer  an economist  or a phd holder  but you cannot really buy class and good behavior   gobbm       you may watch the boy abunda interview of bbm here  ,1
466,federations of government unions have joined calls for wage hike and security of job tenure  urging the government to raise the national minimum salary to be able to earn a living wage  citing the erosion of purchasing power of the peso due to rising inflation  government workers on tuesday urged the president to  take urgent steps to address the worsening plight of workers in government    present policies like the salary standardization law  ssl  and the compensation and position classification system  cpcs  have deprived us of salaries and benefits we need to make ends meet   said santiago dasmariñas jr   national president of confederation for unity  recognition and advancement of government employees said  the ssl was designed to rationalize and increase the pay of public sector employees  while cpcs is a standardized compensation package for workers in government owned and controlled corporations  the labor unions called for an increase in the minimum wage rate of government employees to   per month  which they said was based on current family living wage standards  based on the third tranche of the salary standardization law effective jan   this year  a new hire assigned with a salary grade  post will get a monthly pay of only    based on the preliminary data of the family income and expenditure survey of the philippine statistics authority  a family of five needed at least   to meet both basic food and non food needs  ,0
467,hah  called it right  the senate did target social media trolls  but they never defined what a troll is   when a law allows for the taking away of one s rights  the conditions for such deprivation must be clear and well defined  otherwise  unconstitutional sya   tca so you had expert testimonies  many  so you had hearings  then why pass it as a rider  how hard is it to make a separate law defining and punishing that activity  frank   agp  ,1
468,tahasang sinabi ni senatorial candidate at dating house speaker and senador alan peter cayetano na kung siya nag tatanungin ay nais niyang ipagbawal ang e sabong o anumang online gambling sa bansa ngunit kung talagang kailangan ng pera at kita ng pamahalaan ay walang problema subalit kailangang itama ang kita ng pamahalaan  ayon kay cayetano  kung ang pagbabasehan ay ang kasalukuyang kita ng pamahalaan ay kitang kita na isang tao lamang ang nakikinabang ng kita mula dito  tinukoy ni cayetano na ang kumikita lamang ay ang opetators na kung saan sila rin lamang ang nagkokontrol sa mga agent o ahente ng naturang operasyon dahil dito luging lugi ang pamahalaan  ikinumpara ni cayetano ang e sabong sa lotto na kung saan ang kinikita mula dito ay talagang napupunta sa pamahalaan sa pamamagitan ng direktang pagpunta ng babayarang buwis sa bureau of internal revenue  bir  at ang nagkokontrol sa mga ahenteng na napagkalaoob ng lisenya na mag operate ng lotto ay direkta sa pcso  tinukoy ni cayetano na sa loob ng limang taon ay kikita lamang ang pamahalaan ng   bilyon kumpara sa kinikita ng mga e sabong operator na  bilyon na kinabibilangana ng  bilyon mula sa kanilang operayson at  bilyon para sa siguradong kita  ipununto ni cayetano na walang sinumang malalaking negosyo o negaoyantea sa bansa ang kayang kumite ng  bilyon sa laoob ng isang taon  dahil dito  iginiit ni cayetano na kung hindi talaga kaya tanggalin ang naturang e sabong ay dapat na maging baligtad ang sistema at paraan dapat ang kumikita ay ng  bilyon ay ang pamahalaan ay tanging sa   bilyon para sa pamahalaan  kaugnay nito  nanawagan si cayetano sa kanyang mga kapwa kandidato sa iba t ibang puwesto na sa sandaling alukin sila ng ilang mga operator ng e sbaong kapalit ng kanilang pagsuporta sa sandaling sila ay manalo sa puwesto ay huwag naman nilang isaalang alang ang kapanakan ng bayan  inamin ni cayetano na noong siya ay house speaker ay mayroong nag alok sa kanya ng malaking halaga kapalit ang pananahimik ukol sa e sabong subalit kanya itong tinaggihan  aminado naman si cayetano na mayroong banta sa kanyang buhay ukol sa pagsasalita dito ngunit sanay na siya ay mas malala pa noon na ang ilang isyu ng korupsyon sa pamahalaan ang kanyang inilalantad  sinabi pa ni cayetano na pinaalalahanan din siya ng ilan niyang kabigan na manahimik dahil sa bantang hindi siya titigilan upang malaglag sa darating na lalan subalit hindi siya matatakot na magsalita ngunit animado siyang nais niyang manalo  tiniyak din ni cayetano na kanyang kakausaping muli ang pangulong rodrigo duterte upang ipawalinag ang lahat ng kanayng pag aaral upang maibigay ang tamang datos at impormasyon dahil baka mali ang ibinibigay sa kanya ng mga nakapaligid sa kanya  nagbanta rin si cayetano sa kanyang mga kabigan sa pcso na maging maingat at pag aralang mabuti ang kontrata o kasunduang pinasok sa mga e sabong operator dahil maari silang maharap sa patung patong na kaso ng katiwalaian dahil sa naturang kontrata  sa huli  sinabi ni cayetano na kawawa ang taong bayan at maliit na mamamyan na nalululong sanaturang online gmabling dahil sa ito ay mas masahol pa saisang naadik sa droga   ,0
469,tatlong pang kagawaran ang magkakaroon na ng bagong mamumuno sa pagpasok ng administrasyong bongbong marcos mismong si marcos ang nagsabi na itatalaga niyang bilang kalihim ng department of finance  dof  si benjamin diokno  ang kasalukuyang namumuno sa bangko sentral ng pilipinas samantalang si felipe medalla naman ang papalit kay diokno sa bsp si dating up president alfred pascual naman ang uupo na bagong kalihim ng department of trade and industry  dti  si pascual ang kasalukuyang pangulo ng management association of the phils samantala  itatalaga naman ni marcos si manny bonoan bilang kanyang kalihim sa department of public works and highways  dpwh  si bonoan sa ngayon ang pangulo at chief executive officer  ceo ng smc tollways at nagsilbi ng undersecretary sa dpwh noong administrasyong esrada at arroyo pinili naman ni marcos si dating davao del norte rep  anton lagdameo bilang special assistant to the president  ,0
470, the fact is  there is no evidence that these  sex tapes  actually exist  even if they do  they are unlikely to be authentic as it does not take much nowadays to create and spread deep fake videos     the week has barely started and the yellowtards have cooked up a new outrage fad  the venerable philippine star  reports  on this dubious subject today in its article  robredo camp slams sex tape allegations involving daughter  urges supporters to  hold the line    note  however  the use of the term  allegations   what then is the robredo camp  slamming  then  what are they calling on people to  hold the line  against  looking into the article itself  we find out that these are not even allegations per se but mere  rumors of an alleged sex video involving one of the daughters of vice president and presidential candidate leni robredo   philstar  it seems  is not reporting news  it is  reporting  the cries of bloody  victimhood  that robredo  her daughters  and the entire yellowtard camp are now filling social media with  evidence of this familiar modus operandi is all there in the philstar article which  reports  the whole point of this latest circus being all about pinning the blame on   supporting the campaign of ferdinand marcos jr   the son and namesake of the late ousted dictator who is also running for president   what evidence do they cite that supports this rather hasty conclusion  nowhere in the article is the answer to this simple question revealed  the lack of any verified evidence that all this noise constitutes a legitimate issue that deserves to be taken seriously evidently did not stop a who s who of yellowtard honchos from issuing their two cent ululations on the matter  philstar  reporter  franco luna does his part and uncritically amplifies it in his  report  as he does quoting a recent tweet from yellowtard senatorial candidate chel diokno   ito ang latest script ng kabila  targeting the daughters of vp leni  alam nating desperado na sila dahil sa paglakas ni vp  but it takes a special kind of evil to resort to misogynistic attacks against the kids  ito ba ang uri ng pulitika na gusto natin para sa ating mga anak   interestingly enough  the tweet seems to have since been deleted  it is  however  easy to see in the way diokno worded his tweet that the aim was to use this latest circus as a platform to demonise administration candidates bongbong marcos and sara duterte who are leading the race by an effectively insurmountable margin  by now  however  this latest yellowtard lie seems to be spreading  one culprit is a certain dr  gia sison who uncritically  true to yellowtard form  takes a  stand  to  defend  the robredos in a tweet despite not enjoying the benefit of any verification that these sinister conspiracies to disrespect the robredo family are actually true  what does spreading a lie make one  well  logically that would make one a liar too ,1
471,pinatalsik na sa political party ni pangulong ferdinand marcos  jr  ang dating executive secretary na si vic rodriguez   rodriguez was expelled from the pfp for his incompetence as a public servant  conduct inimical to the interests of the party  abuse and breach of trust and confidence reposed on him by the president and the party  abandonment and disloyalty   ayon sa desisyon ng partido federal ng pilipinas  pfp  na may petsang nobyembre  at inilabas sa telebisyon nitong martes  kaugnay nito  itinalaga naman ng partido si special assistant to the president  sap  anton lagdameo bilang bagong executive vice president   the decision stated that the president will not leave the pfp and join another party  but instead will strengthen the party   pahayag ng partido  paliwanag din ng partido  nakatanggap sila ng reklamo mula sa mga opisyal ng pfp na naka base sa  barmm  bangsamoro autonomous region in muslim mindanao dahil sa umano y korapsyon sa presidential appointments   the decision found that no single original pfp official  coming from the party of the president  was recommended by rodriguez to be appointed to any position in this administration  notwithstanding that he is the executive secretary or  little president  thru whom all appointments pass thru  hence  the party found no useful purpose to maintain its association with respondent   depensa ng partido  nitong setyembre  inanunsyo ni rodriguez ang pagbibitiw sa puwesto bilang executive secretary  si rodriguez ay matagal nang naging abogado at tagapagsalita ni marcos  isinagawa ni rodriguez ang pagbibitiw matapos masangkot sa kautusang umangkat ng asukal  binanggit ng malacañang  illegal ang kautusang mag import ng asukal dahil sa kawalan ng go signal ni marcos na tumatayo ring secretary ng department of agriculture  da  ,0
472,manila bulletin writer krizette laureta chu warned that filipinos should ready themselves of the transitioned from the duterte style of governance to bbm  assuming he will win the  presidential polls  while duterte campaigned as he ruled   no frills  no drama and pragmatic   bbm will be the exact opposite  chu jumped into conclusion of bbm s style of governance based on what she saw in yesterdays  miting de avance in paranaque of the uniteam  chu said bbm s administration will be one of glorious displays of philippine arts  culture  beauty and optics  she said there will be celebrations everywhere  and many of them will be imeldific  chu added that the austerity of the duterte administration will be replace by the ostentatiousness of a marcos one  chu ended the fb post saying is apprehensive and yet hopeful about this path our country will be taking  you may now read krizette chu s original fb post  duterte campaigned as he ruled no frills  no extra  no drama  just straight up no fucks given  pragmatic and practical no celebrities  no fireworks  no grand gowns or designer outfits  his campaign videos were just talking heads with not a lot of production value  his government programs were the same  just quiet service  although we spent for the dubai expo  and the venice biennale  prrd wouldn t really attend arts and culture events  bbm will be the exact opposite  as i watched the fireworks display last night from my tv screen i realized his administration will be one of glorious displays of our arts  culture  beauty  optics  his wife liza was in a lesley mobo  everything will be staged to be grandiose  there will be celebrations everywhere  and many of them will be imeldific  the austerity of the duterte administration will be completely replaced by the ostentatiousness of a marcos one  will it be good for our pride  for our psyche  our sense of self and our cultural identity  or will it distract us from where we should focus on  very anxious but also hopeful about this new path we re taking as a country ,1
473,the former chief of the department of information and communications technology  dict  and two others petitioned the supreme court on thursday to save the transmission logs of the may elections only days before the law allows their deletion so the  historically important  data may be reviewed in a future case  former information and communications technology secretary eliseo rio jr  noted that under the cybercrime law or republic act no    data provided by a service provider  shall be preserved for a minimum period of six months from the date of  receipt     this means the transmission logs may be expunged on nov   or six months after their entry on may    time is of the essence   the  page court pleading read in part  in a message to the inquirer  rio confirmed the filing of the petition after earlier sounding the alarm on the timing difference of the peak transmissions between the transparency server and official commission on elections  comelec  data  among other peculiarities  the two other petitioners were national citizens  movement for free elections chair augusto lagman  a former elections commissioner  and franklin ysaac  former president of financial executives institute of the philippines  respondent telcos their petition for mandamus was accompanied by a prayer for a temporary restraining order  tro  to block the respondents from modifying  erasing or deleting the subscriber data  cyber traffic data log integrity and call record details transmitted from  p m  to  p m  on may   election day  named respondents were comelec and technology provider smartmatic  along with the three major telecommunication firms smart communications inc   dito telecommunity corp  and globe telecom inc  at the same time  the petitioners urged the high court to require the respondent telcos to deliver copies of those records  comelec spokesperson rex laudiangco called the filing of the petition  a much welcome development wherein all parties including the comelec will be able to respond to all issues under judicial processes    the comelec  as always  will abide by any order or process of the supreme court   he added    the petition quoted excerpts from  viral social media postings   referring to rio s recent posts on facebook questioning the   million votes transmitted from at least   vote counting machines  vcms   each representing a clustered polling precinct  to the comelec s transparency server just  minutes after voting ended at  p m   timely and ripe   the former dict head had noted that the transparency server handled by the parish pastoral council for responsible voting  ppcrv  saw peak transmission at   p m  on may  but comelec data showed that the highest volume came in at around   p m   or over an hour later  rio wondered why the transparency server had logged more than  million votes an hour after the voting closed  but comelec data indicated that only  million votes were transmitted within that period   it seems that the transparency server was conditioning the minds of the public as to what the official results will be   rio said in a recent statement  the court filing  according to the petitioners  was  timely and ripe  as the files could be deleted at any time on or after nov    under ra   law enforcement authorities may order  a one time extension  of the preservation of files when the data are to be used as evidence in a case  which  shall be deemed a notification to preserve the computer data until the termination of the case   the petitioners described their filing as  a special civil action for mandamus aiming to compel respondents to perform an easy task requiring virtually zero budget  save transcendentally important historical data or at least share copies thereof with the honorable supreme court    harmless request   the prayer here does not call for any tectonic shift in policy  the prayer here is a harmless request asking the telecommunication companies to keep  not delete  data that someday may inspire patriotism in the hearts of the youth and future citizens of our country   they said  rio said the comelec  can no longer use the excuse that these simple requests require voluminous data  for it will be only seen as ridiculous delaying tactics    laudiangco earlier brushed off allegations of irregularities in the election results  saying  there are many ways to preserve  the data sought by rio s group  including filing a request with comelec  he also dispelled speculations of  preloaded  poll results  pointing out that all the vcms  memory or secure digital cards  servers and other software used had passed final testing and sealing witnessed by stakeholders  president marcos was proclaimed by congress as the winner of the may elections by a majority   million votes of   million votes cast  his closest rival  former vice president leni robredo  and other presidential candidates did not contest the results   ,0
474,retired broadcaster jay sonza has nothing but nice words for smni news  the presenter and panel members of smni presidential debate and everyone involved  including of course the  gentlemen who accepted the invitation to make the event a very successful one  sonza did not end the fb post without taking a jab at the  other candidates  saying he was relieved because the absent minded candidate  dumb  pretending to be good and the last one who have superficial understanding in governance managed to spare themselves the public humiliation by skipping the smni presidential debate  here are some of the comments from netizens  true  lol i really wondered why sec  gonzales  ptr  abella and ka leody weren t invited with previous debates and interviews for presidentiables  they are sensible  though  i dis agree with ka leody sometimes   but malalaman mong may alam sila sa mga topic sa pamamahala ng bansa it was a great and intellectual  highly commendable programmed debate  nursery yung kay jessica soho compared to this  they were condescending towards smni  yet in the end  it set the bar high on how a presidential debate ought to be conducted  no frills  unexpected questions  no ad hominems  just pure issues and questions on specific programs of government    no motherhood statements and assertions  kudos too to prof clarita carlos and the rest of the panelists  first ever na may quality ang debate na eto  hindi pang cute o pag showbiz ang debate   infer dun sa tatlo mas may sense pa sila kesa dun sa  na nd nagpunta  congrats  smni  high quality debate   you may now read sonza s original fb post below  congratulations  una sa presenter at panel members ng smni presidential debate  sa event organizers  technical and production teams ng network for bringing it live on free television  kina candidates labor leader leody de guzman  former national security adviser norberto gonzales  former senator ferdinand marcos jr  at former press secretary ernie abella  naging disente  magalang  mataas ang antas ng talakayan  matino at matalino ang mga usapan  lalo sa usaping ng ugnayang panlabas  national defense against foreign invasion  agriculture   fisheries at internal security against terrorism and rebellion  general impression  mabuti na lang hindi dumalo sina pacquiao  robredo  domagoso at lacson  naiwasang mapahiya ang mga lutang  mahina ang utak  nagkukunwaring magaling  at mababaw ang aruk sa batis ng pamamahala sa gobyerno ,1
475,economics of politics or the politics of economics  did you know that there is such a field of study called the economics of politics  this is a real academic and governance tool developed in the  s that help  bureaucrats  understand the mathematical models that come into play for every political move  but filipinos only focus on politics  and there is a reason for that too  in this model  this economic model may in fact be very useful for the next government  to address these policy  driven economic disasters awaiting us  not just what we see or choose not to see now  it is such a pity that we fall prey to the media blitz  in such a predictable way  we have a real crisis ahead of us because some sectors are not happy with the people s political choices  business leaders and government leaders have all prepared this welcome gift for bbm  this is  as the model would show  not the effect of the pandemic  even though that is all everyone may be told later on  no one will suspect who is actually responsible for this mess  only duterte will be blamed for it and bbm is hoped to fail because of it  but this is not an accident  the people in malacañang know the direct relationship of which government expenditures vs  export growth  you may be kind enough to review the budget for the last  to  years and notice which item among these factors has declined vis  a  vis other expenditures of the responsible agency cies  it is not that hard to see  someone did not follow the policy direction of the president  some groups have orchestrated this tragedy  so kaninong concept yun  bakit tayo walang export growth at bakit parang pumalpak ang philippine development plan  the policies and programs in the plan are worded properly  maybe someone needs to check on the plan  not expressed in words  what a way to end a presidency  haven t you noticed all presidents end up the same way  if the president  incoming or outgoing would be so kind to us  once and for all  let the chips fall   ,1
476, it s been much ado about nothing  this honorary doctorate degree given by ateneo de manila university to former philippine vice president leni robredo  honorary degrees are now known as a celebratory gesture and hold no weight in society  though some recipients use the ph d title and add it to their curriculum vitae  despite being urged not to do so  so  don t get excited if you or anyone you know and look up do receives an honorary ph d  even puppets get them  literally   ,1
477,loading pa yata si madame sa issue ng maharlika sovereign fund  ready for the epal comments   tapos na eleksyon  or  talaga namang sinayang nyo sya   na walang katuturan at halatang bots in    ,1
478,a screenshot shot of the tweet of a certain netizen using the display name tatang onyok on twitter has left the supporters of mj quiambao reyes in stitches  why  tatang onyok shared how he handled the supporters of leni robredo who are knocking on doors of homes to do a house to house campaign for leni robredo  you may now read the screenshot to check for yourself why thousands are laughing at how he shooed away the kakampinks on a house to house duty  in that regard  social media influencer mj quiambao reyes can t help but give the kakampinks or any supporter of a candidate for that matter a lesson on how to carry out a campaign on a personal level for their presidential bet  she made special mention of the kakampinks to tell them that they don t have the monopoly of truth and good intention  as of this writing  tatang onyok s tweet elicited   reactions   comments and  shares and counting  you may now read mj quiambao reyes  fb post below  this is what i always say  vote and campaign hard  if you must  for whoever you believe in your heart and mind is good for our country and people  do not  however  resort to name calling and belittling those who do not share your views  yellow pinks do not have the monopoly of truth and of good intention  here are some of the comments of netizens to tatang onyok s advice how to deal with kakampinks doing house to house campaign in their communities  one netizen said that s the way to do it in dealing kakampinks  yown ang dapat na isagot ng mga bbm sarah supporters sa mga naghahouse to house na kakampinks    a second simply laughed at the clever but effective way of tatang onyok in dealing with kakampinks  haha   grabeee un   sunog na sunog haha   so far wala namang nag house to house dito sa amin sa cagayan de oro   haha sorry solid kasi mga tao dito a third offered his own technique how to deal with those kakampinks  pag ako nman tinatanong cnu iboboto ko  sagot ko agad is  don ako sa magnanakaw  ng sa ganon wala ng marami pang discussion ,1
479,dokumento sa pagbili ng covid  vaccines isusuko ng doh sa coa isusumite na ng department of health  doh  sa huwebes ang lahat ng dokumento sa ginawang pagbili ng gobyerno sa covid  vaccines sa commission on audit  coa   ginawa ni doh officer in charge maria rosario vergeire ang pahayag sa pagdinig ng senate blue ribbon committee sa  di umano y pagtanggi ng doh na ilabas ang detalye ng vaccine procurement contracts dahil sa sa existing non disclosure agreement  nda   sa nasabing pagdinig  inatasan ni senador francis tolentino ang doh na magbigay ng petsa kung kelan sila makakapagsumite ng dokumento para makapagsimula na ang coa sa kanilang pagsusuri sa pagbili ng covid  vaccines   so the question is when can you provide the coa copies of this  ang sabi ninyo kanina sa bawat agreement kailangan silang humiling  in open session today  they are now requesting that they d be provided  how fast can you provide the coa with copies of this   tanong ni tolentino sa doh  tugon naman ni vergeire   we re already preparing and we will be submitting as soon as possible maybe by tomorrow before lunch time if that is okay   sabi pa ni vergeire  ang hirit ng coa para sa mga dokumento ang magsisilbing basehan para sa kanilang request na ibunyag ang detalye sa mga vaccine contract  sa unang bahagi ng pagdinig  sinabi ni dating health secretary francisco duque iii na naibigay na ng doh ang dokumento bago pa siya bumaba sa puwesto   last may     even before i stepped down  the doh was able to provide some transaction documents to the coa and again i would like to request for the doh s official transmittal of said letters and correspondences as annexes to support these statements of mine   saad ni duque   ,0
480,former vice president leni robredo on tuesday  nov    enjoined international and local foundations and civic society movements to fight disinformation in the philippines  which she described as a  ground zero  for fake news and influence operations  speaking before the konrad adenauer stiftung solutions conference  which was attended also by the stratbase adr institute  robredo expressed hope for everyone to address the root cause of disinformation and expose those who benefit from it    so ang wish ko  my wish is   that this conference will result  that  all of us agreeing that this is a problem shared by everyone  no matter our political color  and we should all work together to combat what we already have   she told the audience  and while fact checking is necessary  robredo lamented it as  inadequate    instead of engaging in hyper politicized debates about individual issues  lies  and myths  we must pull back and situate each lie within the bigger process of disinformation we must expose  so to speak  how the sausage is made  and talk about who is benefiting from disinformation  who is benefiting in every story  in every lie that is being said  and what is the agendas  what are the motivations   she said  she offered solutions  which are grounded in the best practices of other countries  to the issue  taiwan s  fast  fair  and fun  strategy  maria ressa s suggestion to view disinformation as having an impact on human rights and protect data privacy and banning the surveillance advertising  and reforming social media platforms  the former vice president  who lost the  presidential elections  is in a short vacation in the philippines after spending months in the united states to attend speaking engagements in harvard university  where she was one of the hauser leaders  as well as the massachusetts institute of technology and the democracy forum of the obama foundation  she was also recently in zurich to speak at a conference hosted by the asia society switzerland  she will fly back to the united states on friday  dec    to deliver a series of talks at the asia society new york  the how institute in new york  princeton university  tufts university  northeastern university  and bentley university  cornell university and georgetown university have also extended invitations to her  but she is yet to confirm if these will fit her schedule   and the reason why i m telling you this is that these invitations are a clear indication that the eyes of many around the world are on the philippines   robredo said   those whom we have engaged have shown particular interest in disinformation and influence operations in the philippines  we are  after all  considered unfortunately ground zero for such a phenomena   she added  the former official shared that the philippines is considered a  petri dish  for  those who weaponized social media to spread lies  control the flow of information  erode our trust in each other and in our institutions  polarize society  and dismantle the structures for meaningful public discourse   she explained that during her speaking engagements  she realized that people  want to understand how we arrived at the situation we are in right now  and why    they want to see what lessons can be learned from our experiences  and from there perhaps apply the same lessons to their own contexts  they are asking if we see a way forward  and to show them this way   robredo  one of the most victimized by fake news in the country  added  she described the purveyors of disinformation as being  organized  with a  set strategies and objectives    they are well funded  and they have shattered social media as a space for political discourse in the philippines   she lamented  robredo addressed for the first time the  len len  videos  which are supported by president ferdinand  bongbong  marcos jr  s sister  senator imee marcos  it is not only disinformation that the philippines is fighting against  but  influence operations   a term coined by professor jonathan ong  a sociology professor at the university of massachusetts amherst who wrote a groundbreaking study about disinformation in the philippines   yung  the  number two ang tawag niya dito sa  he calls in the  research  senator satirist   pero tatawagin na lang natin na  but we will just call  satirist  often in a position of access and power  who delivers coded attacks that can transcend fact checks   she said   kaya siya hindi nafa fact check kasi satire nga  pero familiar naman kayo dito   di ba   yung mga  len len  videos  they are not being fact checked because they are satire  but you are familiar with these  right  the  len len  videos    robredo added  the former official  however  shared hopes of a future free from disinformation   while more work remains on the horizon  the outcome even when narrow holds promise that the tide can be turned  when actions are rooted on promoting transparency and accountability in government and social platforms   she said   ,0
481,bicolano vlogger and accountant edwin jamora will definitely raised some eyebrows among the critics of president duterte for attributing president duterte s brilliant foreign policy why russia has offered to help the country satisfy its energy needs amid the skyrocketing prices of oil  so what is this brilliant foreign policy of president duterte  well  jamora called this the duterte gambit  it is the diplomatic formula of the duterte admin wherein the philippines position itself as friend to all  enemy to one policy  jamora recalled one presidential aspirant even tried to copy the duterte gambit but failed to memorize it in full  jamora confessed that until now  he can t help but laugh every time he remember the presidential aspirant  jamora said he is happy bbm is adopting the same policy and even more happy that prof  clarita carlos is on his side  to lend her technocratic expertise  jamora described the russian ambassador s message very reassuring especially when it comes to russia s commitment to helping our country s energy needs  jamora believed that this is russia s way of rewarding the philippines independent foreign policy and rewarding means  russia would certainly sell us oil in a very friendly rate  you may now read edwin jamora s original fb post below  this is good news  mga friend  this is the fruit of the duterte gambit  friend to all  enemy to none  foreign policy which became the international relations formula on how a small nation can balance its relationships among superpowers without compromising their national interests by adopting the self serving policy of foreign powers  oh  ha  may presidential aspirant na gaya gaya at hindi na memorize yan in full  hahahaha  natatawa pa rin ako pag nare remember ko  hahahaha  i am happy that bbm is adopting the same policy and that he is now being more enabled with clarita carlos lending her technocratic expertise  the message of the russia ambassador is very reassuring when it comes to russia s commitment to helping our country s energy requirement  and  as a way of rewarding our independent foreign policy  russia would surely sell oil to us at a friendlier rate  let us continuously to be thankful kay lord for he now has blessed us with two consecutive competent presidents  just imagine the alternative na kung naging rosas ang bukas at lahat ng mga issues niya on foreign relations ay iaabot niya lang kay forgetful joe  di ba   tse  ,1
482,nanawagan si promdi presidential aspirant manny pacquiao sa sambayanan na patuloy na pagtiwalaan ang commission on elections  comelec   gayundin  sinabi ni pacquiao na hindi dapat mawawala ang kumpiyansa sa sistemang pang halalan sa bansa  ginawa ni pacquiao ang panawagan sa gitna ng lumalawig na pagkabahala sa integridad ng eleksyon kasunod na rin ng mga reklamo ukol sa unang araw ng overseas absentee voting kahapon   magtiwala lang tayo sa comelec at sa lahat ng mga namamahala at sa mga guro na in charge sa election  alam naman natin ang trabaho nila  ginagampanan talaga nila para makita ang malinis at matagumpay ang halalan    sabi pa nito  magugunita na nagkaroon ng mga kalituhan sa pagkasa ng overseas absentee voting sa ilang embahada at konsulado ng bansa  may mga pagboto pa na hindi natuloy dahil sa ibat ibang kadahilanan   ,0
